property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
35488,Port Annette,4319,8,28,Excellent,7.67,941214
35489,Mullinsburgh,612,9,30,Excellent,0.1,350165
35490,Andrewstad,2391,4,2,Poor,9.16,1363593
35491,Josephberg,2484,4,84,Good,8.83,1823292
35492,East Jessica,1786,3,92,Fair,2.96,418309
35493,Moorefort,3173,9,75,Poor,7.59,570875
35494,East Thomasfurt,4294,6,24,Fair,2.14,1237616
35495,Bethanybury,885,10,28,Fair,7.46,932167
35496,North Kimberly,2836,7,45,Good,0.78,1881475
35497,Hoganland,2906,9,29,Fair,1.45,1251767
35498,Michaelborough,2336,4,22,Fair,7.59,1864506
35499,Greenville,738,5,73,Good,8.52,647737
35500,Markshire,4297,6,81,Fair,6.49,1590679
35501,Port Rebecca,2501,2,49,Poor,9.3,915407
35502,Nicoleburgh,1602,2,13,Fair,3.3,1548830
35503,Campbellberg,3022,7,7,Good,7.15,1218227
35504,Velasquezland,3581,2,72,Poor,7.47,232190
35505,Bakerville,3966,1,10,Poor,3.25,660588
35506,Rachelstad,4842,7,80,Good,6.27,275968
35507,Port Tony,4455,6,88,Fair,2.99,589183
35508,East Samuel,2600,2,84,Fair,2.89,711018
35509,Williamston,990,6,60,Fair,2.97,405185
35510,Aaronberg,2251,2,83,Poor,8.97,226419
35511,Chadview,967,4,45,Poor,3.07,1630686
35512,Stevenshire,2636,9,85,Fair,2.58,1399942
35513,Roachside,2364,3,27,Fair,6.58,1451296
35514,Rodriguezville,4705,3,26,Fair,7.49,605194
35515,Danielville,1328,3,96,Poor,9.75,775727
35516,Lake Christopherview,4301,7,62,Excellent,6.79,1309125
35517,Alexisland,4123,3,25,Good,1.41,1590951
35518,Lambland,4597,10,89,Good,7.28,1814171
35519,Bradleyburgh,1669,4,64,Excellent,6.01,336362
35520,New Robertchester,2639,7,91,Fair,4.41,1277122
35521,West Sarahport,3809,6,74,Good,8.7,1528702
35522,East Alexander,1817,9,87,Poor,5.68,1896135
35523,Stevensview,2823,9,93,Fair,1.52,1136267
35524,Jessicaton,4326,4,74,Good,4.35,1241415
35525,West Alexandria,682,5,94,Fair,9.8,1356629
35526,East Shannon,2814,10,29,Fair,7.97,111812
35527,Port Richardfort,4820,10,0,Fair,2.89,603073
35528,New Jessicaburgh,1492,7,83,Good,5.72,1513088
35529,East Jenniferland,1362,1,66,Fair,7.78,636925
35530,Victorland,2069,6,22,Poor,5.35,353542
35531,Mcleanland,984,3,63,Poor,4.45,1518231
35532,East Andrewton,1263,1,53,Poor,3.74,325749
35533,East Denise,4691,5,34,Poor,2.6,1286177
35534,Smithmouth,3989,9,92,Excellent,5.6,1439963
35535,West Michaelmouth,2862,9,8,Poor,5.76,295150
35536,Lake Laura,2507,3,23,Good,5.78,144314
35537,Joannland,1613,6,63,Excellent,0.25,1906063
35538,Lake Tony,2527,3,60,Fair,0.92,1644636
35539,North Jessicamouth,1185,7,65,Excellent,5.77,1552529
35540,Hardingshire,2665,8,92,Fair,8.23,1934569
35541,Mcintoshstad,3426,10,81,Fair,7.73,1280576
35542,Port Annaview,3604,2,8,Fair,8.77,181704
35543,South Richardmouth,3544,4,88,Fair,3.63,822606
35544,Port Timothybury,1293,9,40,Fair,6.46,813213
35545,Parkerport,4678,9,84,Fair,3.51,1370183
35546,New Jessica,1521,6,58,Excellent,0.72,1784075
35547,East Sharonmouth,1860,2,90,Fair,1.03,1753327
35548,East Bryan,4298,6,44,Poor,0.19,703680
35549,Austinmouth,3508,9,75,Poor,1.58,1946645
35550,Nicholastown,1160,7,22,Good,6.89,716597
35551,Delgadoville,4388,10,7,Excellent,9.24,1285040
35552,Justinhaven,965,5,72,Fair,0.87,1955996
35553,South Sherri,676,1,65,Good,5.15,1463517
35554,East Albert,2513,10,42,Excellent,0.66,1056316
35555,Jenningsmouth,2721,5,80,Fair,8.76,1524998
35556,Frenchport,2482,9,20,Good,6.17,1348386
35557,Port Brianside,4270,8,7,Fair,3.12,243455
35558,Kanechester,2718,2,23,Good,6.8,126192
35559,Kellyside,2120,9,63,Poor,4.5,1234424
35560,South Louisburgh,1766,9,78,Excellent,5.11,1501510
35561,Port Cristianport,3400,3,1,Excellent,2.23,551892
35562,Port Bianca,3623,10,22,Fair,8.54,828360
35563,Hudsonhaven,4342,10,25,Good,3.31,1707634
35564,Stevenshire,2924,2,16,Good,0.53,1241859
35565,New Erin,732,8,73,Excellent,4.17,990404
35566,West David,3208,9,98,Poor,4.73,1108096
35567,Port Sarahville,2220,1,48,Fair,9.9,427974
35568,Anthonyview,3612,8,13,Fair,5.91,1906903
35569,Ryanville,1631,7,18,Excellent,8.14,1483071
35570,Lake Kristine,3082,7,41,Fair,9.19,481585
35571,Brandonside,1248,2,10,Excellent,0.42,1509832
35572,West Jasonhaven,1768,6,5,Fair,2.67,1370359
35573,Port Brianna,2183,5,31,Poor,4.72,1145724
35574,East Robert,1511,6,9,Good,7.66,358012
35575,New Virginiamouth,1098,9,52,Poor,9.88,1430983
35576,Clarkeshire,3257,1,58,Good,3.18,1446027
35577,Cliffordport,2612,7,3,Good,7.69,254111
35578,South Sallyside,1394,2,69,Fair,6.55,167729
35579,Jefferyborough,1044,9,52,Excellent,3.54,1612141
35580,North Deborah,1430,8,15,Good,6.8,1429230
35581,West Jasmineville,721,1,94,Excellent,9.82,1784715
35582,Port Margaret,1626,1,66,Good,8.28,1309113
35583,Jennytown,727,2,76,Good,2.64,163906
35584,Scottburgh,3606,4,6,Excellent,5.5,879172
35585,Port Dana,594,7,60,Fair,7.07,111660
35586,South Angelaton,4504,6,83,Excellent,9.64,291680
35587,New Craig,1339,2,71,Fair,9.23,1925418
35588,Briggsmouth,2530,3,59,Poor,8.22,704617
35589,Port Davidtown,3793,3,58,Poor,8.88,369644
35590,West Vanessa,2170,1,13,Fair,9.51,339057
35591,South Mariahburgh,932,2,74,Good,7.86,752756
35592,Harrisberg,770,7,81,Good,6.84,1291434
35593,Kingberg,3453,4,69,Fair,1.38,488078
35594,Nicholasburgh,1553,6,40,Poor,2.99,1531361
35595,Joebury,1946,8,69,Excellent,8.98,1967466
35596,North Craig,1117,7,68,Fair,9.68,784918
35597,North Billy,3033,10,96,Good,9.34,1313801
35598,North Patricia,2669,2,100,Good,7.2,649359
35599,Amytown,1843,4,54,Poor,5.97,741199
35600,Brooksbury,3972,7,83,Fair,0.19,1409062
35601,Lake Johnton,4085,5,54,Poor,5.72,1159490
35602,New Craig,2501,8,9,Excellent,0.55,680719
35603,Wilsonville,3494,3,47,Excellent,5.27,1116206
35604,Taylorberg,2139,6,97,Good,4.98,530892
35605,Tylerberg,2675,10,99,Good,1.18,1537333
35606,Bensonside,1614,9,93,Good,8.99,949414
35607,New Kristenhaven,3088,6,32,Good,2.94,306327
35608,West Kimberlyhaven,3976,7,46,Excellent,0.53,1576539
35609,Kristiton,1482,9,45,Good,7.39,984722
35610,East Charlesside,1513,5,4,Good,1.88,136917
35611,South Julie,3853,3,40,Good,7.03,1623047
35612,North Paul,1390,2,79,Poor,6.38,1374461
35613,New Michellemouth,3061,3,41,Poor,1.92,591226
35614,Madisonfurt,3048,3,40,Excellent,1.72,143251
35615,West Nicole,2712,9,96,Excellent,3.17,931898
35616,North Jamestown,1660,10,3,Fair,9.63,1150726
35617,Williamhaven,3884,9,11,Fair,0.16,1176961
35618,Kyleside,1198,6,58,Fair,1.03,1601376
35619,Danabury,4874,4,55,Fair,9.32,297997
35620,New Terryhaven,2754,6,40,Fair,9.04,1680177
35621,Spencermouth,3198,5,63,Poor,5.82,223120
35622,East Anne,3077,2,65,Poor,8.64,1569820
35623,Lindseyburgh,2217,5,88,Excellent,7.89,164207
35624,South Charles,4092,4,37,Fair,8.95,383438
35625,Watsonfort,3094,1,81,Excellent,1.93,541320
35626,Robinsonshire,4885,2,77,Good,9.76,1600867
35627,Jasonberg,1763,10,49,Fair,0.96,276576
35628,North Leeland,3788,5,97,Good,2.85,619270
35629,North Karen,4841,3,86,Poor,4.53,789911
35630,Torreschester,1542,7,75,Excellent,6.61,1597454
35631,Turnershire,3520,8,74,Good,8.65,1479061
35632,Christinamouth,991,4,57,Excellent,6.37,947834
35633,Hernandezmouth,4873,7,74,Fair,7.56,838364
35634,Calebbury,1372,4,81,Good,1.57,1654723
35635,Edwardchester,2709,3,28,Poor,3.39,771177
35636,Collierberg,3047,6,93,Fair,6.68,356908
35637,North Kristishire,757,2,49,Poor,5.95,1665033
35638,Travisberg,1998,6,65,Poor,7.76,1702798
35639,West Mark,2068,4,62,Good,7.25,636712
35640,Lake Robert,1594,2,21,Excellent,9.14,434474
35641,Lake Dianebury,2096,1,65,Excellent,6.71,1175319
35642,Garretthaven,3345,5,58,Fair,0.65,986021
35643,Sierraton,3534,4,67,Good,7.43,1376361
35644,Johnberg,2384,1,81,Good,9.01,1722996
35645,Port Angelica,3349,9,64,Good,8.02,1145628
35646,Luisport,4687,1,58,Good,2.25,1223533
35647,New Loriville,958,5,34,Poor,9.15,1979344
35648,Shawnshire,2189,6,48,Good,1.27,860148
35649,Lake Sheila,3230,4,37,Good,0.46,164090
35650,South Krystaltown,1904,2,98,Good,6.37,994958
35651,New Brandonton,4661,1,31,Fair,8.01,1789814
35652,Lake Jasonfort,4742,1,85,Fair,5.83,1848533
35653,Lake Andrew,747,3,96,Good,6.99,243701
35654,Jonesview,3253,6,2,Poor,0.99,1686685
35655,East Michaelbury,729,10,63,Excellent,7.92,511819
35656,New Emily,4561,1,10,Good,4.4,652739
35657,Ronaldshire,3089,5,93,Fair,2.8,451978
35658,Candiceberg,873,8,69,Poor,0.31,475860
35659,South Tara,4572,6,72,Fair,9.3,1523862
35660,Allisonberg,4665,5,33,Fair,1.22,1285626
35661,North Joshua,1221,8,0,Good,4.27,1904761
35662,Johnview,4195,7,42,Fair,0.9,209068
35663,North Diane,2235,10,55,Fair,4.33,644868
35664,Johnton,3454,2,61,Excellent,0.7,1808132
35665,North Miguel,2623,8,52,Poor,1.09,1854213
35666,Port Holly,2914,2,33,Good,2.5,300679
35667,West Sean,1577,4,100,Good,4.41,1315840
35668,New Ashleyburgh,3433,6,61,Poor,9.53,839314
35669,West Jessica,1981,10,58,Poor,0.78,475050
35670,Barbarabury,2797,6,8,Excellent,1.18,1288295
35671,Hatfieldmouth,4377,2,98,Poor,3.11,1330414
35672,Ramirezberg,4533,9,72,Good,0.68,1805026
35673,New Joshuaport,4503,5,52,Fair,5.13,1337051
35674,Antonioborough,4452,7,11,Poor,5.03,1967209
35675,Millerbury,2573,10,40,Poor,9.67,1759604
35676,Hudsonmouth,2836,2,8,Excellent,1.77,284145
35677,Greerburgh,2740,8,29,Fair,6.53,934758
35678,North Thomas,3699,3,98,Poor,3.1,964019
35679,Port Michael,2667,9,27,Poor,3.1,1329827
35680,Michellestad,2509,5,46,Excellent,1.35,1959319
35681,North Lisachester,777,8,78,Excellent,9.59,164100
35682,Lisamouth,3007,2,34,Good,0.33,1176932
35683,South Brandon,3999,3,50,Fair,5.11,1967644
35684,North Noahbury,2812,8,62,Poor,9.21,918326
35685,Christinamouth,933,2,47,Fair,2.1,145725
35686,East Jenniferchester,899,10,51,Poor,8.41,516088
35687,Cochranburgh,4061,10,85,Good,0.56,1876960
35688,South Joseph,571,3,21,Poor,6.73,252927
35689,Arthurfurt,3666,8,45,Good,8.94,1767657
35690,Mariomouth,4858,3,42,Fair,9.79,1832062
35691,Jonesstad,4686,5,18,Poor,3.16,1199776
35692,Kruegermouth,1611,2,98,Excellent,9.0,1005316
35693,Port Leahton,3696,10,67,Poor,5.78,1002290
35694,Mcneilborough,2938,9,95,Good,3.0,597868
35695,Coryview,4975,8,61,Good,4.68,239163
35696,East Richardside,4058,9,41,Fair,6.64,609052
35697,North William,1531,4,23,Poor,2.27,1938145
35698,Port Donald,4247,4,86,Excellent,3.98,1765888
35699,Davidburgh,3483,4,66,Poor,3.86,1348074
35700,Port Michael,3490,4,63,Excellent,7.58,517687
35701,North Angela,2203,1,65,Excellent,5.03,1611814
35702,Victorstad,4570,7,61,Excellent,3.48,1528417
35703,Port Jillmouth,4289,6,35,Poor,8.42,1944304
35704,Seanhaven,2366,6,60,Excellent,5.15,947941
35705,West Kathryn,3380,10,24,Fair,3.92,472785
35706,Jasonhaven,2877,8,19,Fair,4.42,1616745
35707,South Drewbury,3611,7,48,Fair,2.42,223111
35708,Lake Travistown,669,2,33,Fair,6.64,797629
35709,Sharonville,1324,4,25,Fair,8.76,1213752
35710,New Brandon,1644,6,45,Excellent,2.58,153320
35711,Timothybury,1493,6,29,Good,3.78,1674199
35712,Melissatown,681,3,38,Poor,3.6,1468589
35713,Cameronfort,2582,3,62,Poor,2.36,1198625
35714,Morenomouth,699,1,10,Poor,5.75,1126380
35715,South James,4332,3,95,Fair,7.47,277949
35716,North Douglas,1787,3,30,Good,5.62,559773
35717,Matthewborough,3452,8,61,Excellent,6.65,1267406
35718,South Dennis,2574,10,87,Poor,0.29,1706283
35719,West Vincentton,3401,7,77,Good,1.5,1580620
35720,New William,2122,2,11,Good,3.32,1256784
35721,West Kendrashire,4064,8,82,Excellent,0.43,582920
35722,Lake Derekville,856,8,41,Fair,5.75,1035648
35723,Port Johnfort,1258,1,15,Poor,0.45,680359
35724,New Cheryl,4056,1,85,Poor,0.95,477550
35725,North Samuelville,995,2,12,Good,1.33,1754986
35726,Kathleenport,2323,3,23,Poor,3.19,1007869
35727,North Jorge,1657,9,39,Excellent,8.4,1808661
35728,Meganmouth,2571,1,51,Excellent,5.55,1218412
35729,Caldwellberg,4339,9,28,Excellent,8.22,1650989
35730,Lake Heather,754,6,44,Fair,6.54,647964
35731,Port Sandra,4107,6,88,Poor,0.38,1909399
35732,Parktown,1674,2,29,Excellent,8.86,1528203
35733,South Johnville,3753,8,12,Fair,8.12,112820
35734,Port Alisonshire,1614,3,32,Poor,1.84,1507198
35735,Yolandaton,3453,10,90,Poor,8.92,1203898
35736,West Joseph,1353,5,92,Good,4.18,1828734
35737,Port Maria,4406,9,63,Poor,5.19,190556
35738,Lucaschester,2930,9,7,Fair,6.6,287345
35739,West Lukebury,2148,10,87,Poor,0.41,1326251
35740,Collinsville,1518,9,36,Fair,5.99,1753723
35741,East Alanville,3729,4,23,Excellent,2.42,1825350
35742,West Jodi,965,4,82,Poor,6.73,216403
35743,Port Donald,2282,2,37,Poor,5.25,566403
35744,West Catherinefort,1578,2,72,Good,9.99,274385
35745,Lawsonborough,3545,10,78,Good,2.07,375881
35746,Justintown,981,9,97,Excellent,3.95,640505
35747,South Jacob,2393,10,24,Fair,9.2,1902328
35748,New Chelseaburgh,2934,7,10,Poor,1.21,1598988
35749,North Jacob,2519,9,61,Poor,4.65,284650
35750,Forbesland,4665,4,68,Poor,7.11,120118
35751,Tinaville,4851,6,7,Excellent,8.51,1436706
35752,North Williamberg,2618,5,0,Fair,2.83,1098242
35753,Michaelburgh,2690,1,13,Good,6.64,364511
35754,Michelleland,1766,6,28,Excellent,7.32,449810
35755,New April,4267,3,26,Poor,1.31,1127738
35756,New Joshua,3428,6,65,Excellent,6.43,576980
35757,Christopherbury,1772,7,10,Fair,3.92,824210
35758,New Williammouth,2488,5,46,Poor,3.78,1278577
35759,Millerfort,4001,1,77,Poor,3.2,582145
35760,Lake Kristineburgh,1243,7,9,Good,9.4,1707625
35761,Jorgebury,4590,1,3,Good,1.02,1873681
35762,New Dennis,2667,6,54,Fair,8.5,417717
35763,Julianside,3892,7,53,Excellent,3.78,601128
35764,Lake Richard,2650,5,69,Fair,8.28,1858181
35765,Jonesside,3253,4,39,Good,4.17,1412943
35766,Port Felicia,3009,3,36,Fair,0.41,1070368
35767,Wilsonland,3402,10,89,Good,0.15,1456478
35768,Andrewville,3400,1,68,Excellent,1.37,816611
35769,Hensleyton,4238,1,9,Excellent,5.12,414310
35770,North Michael,4653,9,15,Excellent,8.02,1652272
35771,Johnstad,1450,9,56,Good,5.92,920453
35772,Alexisport,1919,10,78,Good,6.04,1543080
35773,Davidmouth,4175,6,8,Good,1.61,1095272
35774,Lake Kevinmouth,2081,1,57,Fair,8.63,581269
35775,Dylanton,1394,10,16,Poor,1.0,806437
35776,West Patricia,4538,2,4,Excellent,3.46,1959774
35777,Aaronland,2858,6,22,Poor,5.5,1875725
35778,Port Patricia,1677,8,75,Excellent,4.28,596557
35779,Longberg,4099,3,17,Good,0.45,885188
35780,Michaelfurt,1372,8,62,Good,9.01,142541
35781,Huntville,4834,6,80,Fair,4.8,400995
35782,West Justintown,2372,1,86,Fair,3.81,1366145
35783,Scottshire,1587,7,45,Good,5.43,1555187
35784,Courtneyshire,1688,4,74,Poor,3.04,229980
35785,New Jacob,2792,7,52,Excellent,1.78,1890961
35786,New Mark,693,3,5,Poor,3.11,196137
35787,New Thomas,1822,3,16,Excellent,3.89,1911062
35788,East Tylertown,2247,10,36,Good,6.13,457425
35789,Olsonburgh,2209,9,46,Fair,4.59,225694
35790,Rangelshire,3728,3,7,Excellent,9.88,1466264
35791,Port Annville,1559,3,29,Excellent,6.23,275308
35792,New Danielmouth,4397,6,80,Poor,3.7,1860184
35793,Andersonfurt,3674,1,64,Fair,6.53,1692761
35794,Lake Thomas,1338,6,77,Poor,7.7,1145054
35795,Lake Alec,4281,4,94,Good,8.41,518736
35796,Lake Alexisland,3847,9,99,Poor,5.54,889393
35797,Andrewborough,2716,7,45,Good,9.38,1058018
35798,Hamptonhaven,749,6,23,Good,1.64,287908
35799,Danielview,2767,4,5,Poor,0.42,336270
35800,South James,831,2,56,Poor,7.31,1497404
35801,Lake Ashley,2778,3,92,Fair,2.71,1915507
35802,Jorgechester,3690,4,65,Poor,6.9,1994540
35803,Ginashire,3255,6,8,Excellent,0.5,1691562
35804,Justinfort,3503,9,16,Excellent,7.56,303576
35805,Port Justinland,1313,5,53,Good,3.6,1802265
35806,New Rachelstad,1161,9,94,Excellent,6.14,706735
35807,Cooperfurt,1838,5,35,Excellent,1.56,488793
35808,South Jonathan,3594,3,29,Excellent,6.15,153985
35809,Ortizport,2395,1,25,Fair,2.6,1052994
35810,Michaelview,4634,10,46,Excellent,0.71,1435405
35811,South Stephanie,1150,5,61,Good,3.22,1810268
35812,Rodriguezfort,1505,2,7,Good,9.49,1226807
35813,Smithfort,630,9,41,Poor,4.13,1364446
35814,Brownhaven,3368,5,12,Fair,5.37,848489
35815,Lake Isaacview,553,5,71,Fair,7.1,394588
35816,Emilyfurt,1612,5,78,Good,4.05,946095
35817,Annaland,1575,7,10,Fair,8.73,1747878
35818,East Debbie,4857,3,41,Fair,5.84,1588560
35819,Pollardshire,1826,1,93,Excellent,9.37,1126995
35820,Lopezfurt,810,5,59,Excellent,3.99,941171
35821,Rosshaven,4406,3,98,Good,8.32,1138884
35822,Monicaberg,2891,5,73,Poor,7.26,161352
35823,North Sylvia,3273,6,21,Good,6.74,369252
35824,Nicholasland,3420,8,31,Good,0.16,210000
35825,East Joshua,1890,10,15,Good,2.59,1665070
35826,Raymondmouth,4808,8,95,Poor,5.37,1993214
35827,Lake Billyview,1604,3,74,Fair,8.38,1954021
35828,Nelsonville,4123,8,30,Excellent,4.66,1772282
35829,New Whitneystad,3940,4,60,Good,1.85,1064596
35830,Trevinobury,4517,2,93,Fair,1.38,550555
35831,North Daniel,4444,4,23,Good,3.4,1335179
35832,North Jamie,2735,10,75,Fair,8.36,1721816
35833,New Danielton,1995,3,2,Good,3.88,598239
35834,Burnsmouth,2189,2,58,Fair,1.77,933960
35835,Nicholaston,2221,2,5,Poor,7.86,134297
35836,Port Catherine,3107,9,47,Poor,4.79,1691683
35837,Bowmanstad,2670,1,71,Good,4.67,1805607
35838,Blankenshipville,2277,9,9,Poor,6.48,230534
35839,East Zacharyshire,2377,3,4,Poor,0.87,1778465
35840,Lake Kristenport,4242,10,84,Excellent,7.35,453892
35841,South Dustinfort,2085,4,3,Fair,6.38,323456
35842,Kathrynland,1591,9,54,Excellent,7.7,1514632
35843,Ramirezstad,4108,1,80,Good,6.37,1568518
35844,Keithhaven,4760,8,38,Good,1.26,499539
35845,Port Matthewmouth,2269,5,9,Excellent,4.53,324957
35846,Walterchester,3926,4,93,Excellent,2.01,1234127
35847,West William,2032,9,70,Poor,6.17,1094602
35848,Frazierborough,1153,6,47,Fair,4.98,935834
35849,West Jessicachester,3323,8,88,Fair,3.69,1166720
35850,Sharpside,1480,3,73,Fair,0.45,953001
35851,East Laurentown,836,10,1,Poor,6.72,1887544
35852,Jasonton,597,1,93,Good,6.7,1926608
35853,Browningshire,1630,4,95,Good,4.14,1735808
35854,New Matthewmouth,3607,3,87,Fair,3.04,376120
35855,Rachaelport,511,2,28,Poor,4.77,979237
35856,North Zacharytown,4511,7,98,Good,5.79,1807340
35857,Lake Dana,4112,6,88,Excellent,3.39,756923
35858,Fisherfurt,1852,2,87,Fair,3.04,590917
35859,North Jerryshire,1054,6,27,Fair,4.02,1451519
35860,East Jeffery,2609,6,20,Poor,0.75,452657
35861,Andradechester,2086,7,5,Poor,0.41,1706830
35862,Adkinston,2559,8,23,Excellent,9.96,1934387
35863,South Stacyland,4775,4,25,Good,1.07,882819
35864,Lake Moniquemouth,3656,4,60,Poor,1.21,463236
35865,Margarettown,3634,8,67,Good,6.32,391804
35866,Port Tiffany,3312,7,54,Good,8.15,200880
35867,New Nicholeborough,2274,2,31,Excellent,7.77,1908711
35868,Gregoryshire,4569,1,0,Poor,6.45,366727
35869,Port Jasontown,1059,8,14,Excellent,1.6,1257833
35870,Carpenterstad,3458,3,37,Good,2.78,221080
35871,East Christopherville,3420,8,22,Poor,3.89,192759
35872,South Kristinebury,4402,8,95,Poor,4.83,1283872
35873,Port Dannybury,2536,9,9,Excellent,1.09,1399010
35874,Lake Alexisburgh,1412,8,80,Excellent,5.27,301708
35875,Wellsshire,715,7,12,Good,7.76,1030695
35876,West Heather,3417,6,61,Excellent,9.41,1906374
35877,North Elizabethmouth,1986,10,61,Fair,0.67,535716
35878,Rowlandborough,535,8,90,Poor,4.5,1664565
35879,Lake Brandichester,2093,4,27,Poor,1.23,1806047
35880,East Alexandrashire,1036,3,34,Poor,9.19,1167876
35881,Port Joannatown,4212,5,88,Fair,2.77,1798652
35882,South Lindaport,2318,7,68,Excellent,5.22,1230844
35883,New Billy,748,1,80,Excellent,8.97,1860242
35884,Andersonside,3460,6,64,Good,3.73,876556
35885,West Stephanieland,923,8,83,Good,6.83,817849
35886,West Brendaberg,4401,1,33,Excellent,1.87,1025938
35887,Josephport,2216,6,94,Poor,7.04,1179985
35888,New Danaside,2408,1,79,Good,9.96,1156050
35889,North Loganhaven,4326,3,42,Good,4.46,847091
35890,Victoriatown,4180,2,34,Excellent,4.93,145188
35891,West Briantown,2365,2,2,Good,2.34,1483628
35892,East Emilymouth,1363,10,77,Excellent,2.06,1150162
35893,East Stevenport,1566,3,65,Excellent,8.64,620357
35894,Brianside,4402,6,0,Fair,3.11,1331969
35895,Lake Anitaville,2079,1,62,Poor,6.94,622210
35896,Mikemouth,2754,6,13,Poor,4.42,266217
35897,Cynthiaview,1201,9,43,Excellent,3.42,803971
35898,Lake Jamesfort,3050,4,21,Poor,8.77,1594671
35899,Thomasfurt,4736,7,35,Good,6.09,389342
35900,Tiffanybury,3284,9,8,Poor,2.14,1659148
35901,Mendozaberg,923,3,1,Excellent,6.63,1328453
35902,South Pamela,1809,6,47,Good,0.89,653923
35903,Kimland,4218,2,6,Good,7.95,1399995
35904,Chavezbury,3556,8,32,Fair,0.96,1420553
35905,West Catherineland,719,1,56,Excellent,0.76,1219687
35906,Jamesland,4804,3,82,Fair,0.11,336737
35907,Damonbury,1723,5,34,Good,7.3,1453710
35908,North Thomas,3874,6,37,Poor,9.48,814382
35909,New Cynthia,4957,6,98,Excellent,3.75,257540
35910,Simsberg,651,3,82,Excellent,7.29,773157
35911,Terrimouth,502,7,14,Poor,6.08,1693954
35912,West Jeffreyton,981,8,0,Poor,8.77,1381875
35913,Leefort,4367,5,58,Good,7.17,1053151
35914,Allenville,1734,7,88,Excellent,7.66,601190
35915,New Jamesborough,1915,10,43,Fair,1.65,733770
35916,New Christopher,725,4,1,Poor,9.28,1648783
35917,New Faith,4412,5,72,Poor,7.91,100621
35918,Wandaborough,1199,5,84,Good,2.08,1994864
35919,Port Roger,1783,4,16,Good,4.85,1861847
35920,West Donna,1493,3,1,Fair,9.97,1432367
35921,South Courtneytown,4779,3,52,Good,6.6,1364508
35922,Bernardfort,2787,3,65,Excellent,5.3,266412
35923,Nicholsonfort,3344,9,100,Good,7.25,1483379
35924,Evansfurt,1974,4,48,Excellent,7.14,1835296
35925,Lake Adam,2509,8,6,Fair,6.09,1539377
35926,Lake Briannaland,3148,3,57,Poor,6.13,1320621
35927,Port Brianshire,3887,2,47,Poor,6.29,734939
35928,Amystad,809,4,19,Fair,0.3,164805
35929,New Christopherville,1576,1,56,Good,8.54,1320506
35930,Mirandaborough,2421,3,59,Poor,9.82,1627359
35931,Lake Donald,2217,8,81,Excellent,9.42,1462460
35932,Hollandton,1117,4,80,Good,4.04,1828150
35933,West Amy,3185,3,49,Excellent,6.27,374403
35934,Osbornhaven,4727,3,17,Good,4.79,737773
35935,Port Lindsayview,4305,1,3,Excellent,5.62,1359990
35936,Thompsonview,3373,5,7,Fair,6.23,144918
35937,Timothyburgh,1441,5,72,Excellent,8.06,854806
35938,Snyderburgh,4270,9,4,Excellent,7.08,1596531
35939,South Jessicaburgh,3455,5,7,Fair,3.43,1882440
35940,North Margaretton,4149,1,31,Fair,4.13,525851
35941,West Tinachester,742,1,49,Good,2.94,346826
35942,Pageside,2119,1,54,Good,2.22,759303
35943,South Katelynmouth,1870,5,69,Fair,4.04,1922794
35944,Gregorystad,2110,6,84,Good,3.5,1194586
35945,Jaredshire,612,4,6,Fair,4.36,481985
35946,Millerfurt,4807,5,23,Fair,1.8,829061
35947,Meaganmouth,4910,5,60,Fair,2.99,1198240
35948,West Adrianfort,964,5,96,Excellent,3.4,1452282
35949,West Kimberly,4054,7,33,Poor,3.8,1866442
35950,Alexandrafort,524,3,81,Excellent,3.61,464712
35951,Julieville,2818,3,49,Excellent,9.21,874207
35952,Sotomouth,1049,8,35,Poor,5.07,1433058
35953,South Louis,4308,10,37,Fair,4.99,1019796
35954,New Lisa,3254,3,73,Poor,4.61,531039
35955,Derrickfurt,596,9,9,Poor,9.32,771919
35956,Jonesstad,1886,2,67,Fair,4.92,1741440
35957,Lake John,2791,8,63,Poor,7.68,1594426
35958,Erikashire,1497,3,54,Poor,2.78,788979
35959,Lake Isabellaborough,2310,8,18,Poor,2.27,1499771
35960,Maciasfort,696,3,59,Good,5.2,1636737
35961,Cindyshire,885,5,46,Poor,8.11,1317997
35962,Port Erika,4134,4,98,Fair,0.34,1358109
35963,Lake Charlesport,4704,4,55,Poor,5.22,966692
35964,Roweshire,4974,5,12,Fair,9.23,1405938
35965,West Kevin,3966,8,90,Poor,4.53,294769
35966,South Joanna,4543,8,97,Excellent,3.68,462000
35967,Jennifershire,3363,3,81,Fair,2.53,1089112
35968,Evanberg,4724,1,71,Fair,3.59,1760173
35969,South Cameron,4469,5,27,Good,8.62,564568
35970,Nicholsonhaven,3158,9,66,Good,7.7,958573
35971,Hornland,3290,5,32,Poor,0.3,1807500
35972,Christianview,4933,5,33,Good,1.36,1152348
35973,Ryanchester,3269,4,93,Fair,6.66,908978
35974,Kyleborough,540,8,48,Fair,1.04,298726
35975,Johnsonfort,3275,7,30,Fair,9.12,1538214
35976,Garyville,1294,3,60,Excellent,7.21,1002611
35977,Benjaminbury,2987,9,53,Excellent,0.35,1605095
35978,North Latoya,3246,3,48,Good,6.29,567735
35979,Patricktown,853,6,69,Excellent,9.24,1448151
35980,South John,2930,6,68,Poor,2.7,1534473
